gene	transcript	type	TSS	PolyA	strand
gene-ENTPD6	rna-NM_001322378.2	mRNA	25260555	25293059	+
gene-ENTPD6	rna-XM_054324230.1	mRNA	25260736	25293059	+
gene-ENTPD6	rna-XM_054324240.1	mRNA	25274652	25293059	+
gene-LOC105372579	rna-XR_007089827.1	lnc_RNA	25312934	25294270	-
gene-PYGB	rna-NM_002862.4	mRNA	25313130	25363100	+
gene-PYGB	rna-XM_054323786.1	mRNA	25313130	25355710	+
gene-ABHD12	rna-NM_015600.5	mRNA	25455938	25359832	-
gene-ABHD12	rna-XM_054323333.1	mRNA	25455938	25365299	-
gene-ABHD12	rna-XM_054323335.1	mRNA	25404852	25365299	-
gene-ABHD12	rna-XM_054323332.1	mRNA	25404848	25365299	-
gene-ABHD12	rna-XM_054323328.1	mRNA	25455938	25367343	-
gene-ABHD12	rna-XM_054323331.1	mRNA	25404455	25367343	-
gene-ABHD12	rna-XM_054323336.1	mRNA	25455938	25383454	-
gene-LOC105372581	rna-XR_007089828.1	lnc_RNA	25473308	25459751	-
gene-GINS1	rna-NM_021067.5	mRNA	25472774	25513637	+
gene-GINS1	rna-XM_054324296.1	mRNA	25472774	25490390	+
gene-GINS1	rna-XM_054324297.1	mRNA	25476218	25513637	+
gene-NINL	rna-NM_001318226.2	mRNA	25650552	25517772	-
gene-NINL	rna-XM_054323210.1	mRNA	25650301	25517772	-
gene-NINL	rna-XM_054323214.1	mRNA	25650296	25517772	-
gene-NINL	rna-XM_054323216.1	mRNA	25650051	25517772	-
gene-NINL	rna-XM_054323215.1	mRNA	25640238	25517772	-
gene-NINL	rna-XM_054323212.1	mRNA	25607739	25517772	-
gene-NINL	rna-XM_054323219.1	mRNA	25574827	25517772	-
gene-NINL	rna-XM_054323221.1	mRNA	25574798	25517772	-
gene-NINL	rna-XM_054323224.1	mRNA	25565908	25517772	-
gene-NINL	rna-XM_054323223.1	mRNA	25565726	25517772	-
gene-NINL	rna-XM_054323226.1	mRNA	25560933	25517772	-
gene-NINL	rna-XM_054323228.1	mRNA	25560931	25517772	-
gene-NINL	rna-XM_054323229.1	mRNA	25556371	25517772	-
gene-NINL	rna-XM_054323227.1	mRNA	25555429	25517772	-
gene-NINL	rna-XM_054323230.1	mRNA	25555359	25517772	-
gene-NINL	rna-XM_054323231.1	mRNA	25544691	25517772	-
gene-NANP	rna-NM_152667.3	mRNA	25689559	25678480	-
gene-ZNF337-AS1	rna-NR_126465.1	lnc_RNA	25689590	25743571	+
gene-ZNF337-AS1	rna-NR_126466.1	lnc_RNA	25689590	25740575	+
gene-ZNF337-AS1	rna-NR_126467.1	lnc_RNA	25689770	25735842	+
gene-ZNF337	rna-XM_054323348.1	mRNA	25762361	25738692	-
gene-ZNF337	rna-XM_054323347.1	mRNA	25762279	25738692	-
gene-ZNF337	rna-XM_054323346.1	mRNA	25762272	25738692	-
gene-ZNF337	rna-XM_054323349.1	mRNA	25757095	25738692	-
gene-ZNF337	rna-NM_001290261.2	mRNA	25752463	25738692	-
gene-LOC105372582	rna-NR_135006.1	lnc_RNA	25816716	25821562	+
gene-FAM182B	rna-NR_027061.3	lnc_RNA	25871845	25828964	-
gene-FAM182B	rna-NR_026714.2	lnc_RNA	25874787	25835110	-
gene-LOC101926935	rna-NR_110001.1	lnc_RNA	25857855	25848991	-
gene-LINC01733	rna-NR_110003.1	lnc_RNA	25959567	25973034	+
gene-LOC100134868	rna-NR_004846.3	lnc_RNA	26013515	26026973	+
gene-FAM182A	rna-NR_026713.1	lnc_RNA	26058316	26090633	+
gene-MIR663AHG	rna-NR_040095.1	lnc_RNA	26212982	26190768	-
gene-LOC124904970	rna-XM_047446997.1	mRNA	29614820	29619150	+
gene-LOC105379481	rna-XR_007089790.1	lnc_RNA	29985326	30002456	+
gene-LOC102723636	rna-NR_172079.1	lnc_RNA	30008880	30027707	+
gene-LOC107987280	rna-XR_007089791.1	lnc_RNA	30051378	30041718	-
gene-LOC124908113	rna-XR_007089795.1	lnc_RNA	30088365	30081370	-
gene-LOC124908113	rna-XR_007089793.1	lnc_RNA	30088314	30081370	-
gene-LOC124908113	rna-XR_007089794.1	lnc_RNA	30088312	30081370	-
gene-LOC124908113	rna-XR_007089792.1	lnc_RNA	30088305	30081370	-
gene-LOC124908114	rna-XR_007089798.1	lnc_RNA	30127350	30123639	-
gene-LOC124908115	rna-XR_007089800.1	lnc_RNA	30145325	30138247	-
gene-LOC124908116	rna-XR_007089801.1	lnc_RNA	30265300	30281714	+
gene-LOC124908116	rna-XR_007089802.1	lnc_RNA	30269772	30281714	+
gene-LOC124908119	rna-XM_047446998.1	mRNA	30317348	30312353	-
gene-LOC124908120	rna-XM_047446999.1	mRNA	30319706	30361864	+
gene-FAM242A	rna-NR_187586.1	lnc_RNA	30434037	30472724	+
gene-FAM242A	rna-NR_187589.1	lnc_RNA	30434037	30464954	+
gene-LOC105372586	rna-XR_007089810.1	lnc_RNA	30498162	30503741	+
gene-LOC107985433	rna-NR_171672.1	lnc_RNA	30506044	30508988	+
gene-LINC01597	rna-NR_145432.2	lnc_RNA	30509479	30517110	+
gene-LOC105379476	rna-XR_007089805.1	lnc_RNA	31037206	31032253	-
gene-LOC105379476	rna-XR_007089804.1	lnc_RNA	31037206	31034444	-
gene-LOC105379477	rna-NR_134504.1	lnc_RNA	31078185	31090454	+
gene-FAM242B	rna-NR_133643.1	lnc_RNA	31179540	31191424	+
gene-LOC124908121	rna-XR_007089811.1	lnc_RNA	31538808	31516008	-
gene-LOC124908121	rna-XR_007089812.1	lnc_RNA	31538808	31520291	-
gene-DEFB115	rna-NM_001037730.1	mRNA	32981799	32983767	+
gene-DEFB116	rna-NM_001037731.1	mRNA	33032729	33027356	-
gene-DEFB118	rna-NM_054112.3	mRNA	33092783	33098106	+
gene-DEFB119	rna-NM_153289.4	mRNA	33114770	33101347	-
gene-DEFB119	rna-NM_001271209.2	mRNA	33114770	33113148	-
gene-DEFB121	rna-XM_054323310.1	mRNA	33142725	33129040	-
gene-DEFB121	rna-NM_001171832.2	mRNA	33137033	33129040	-
gene-DEFB121	rna-NM_001011878.3	mRNA	33130410	33129040	-
gene-DEFB123	rna-NM_153324.4	mRNA	33164767	33174394	+
gene-DEFB124	rna-NM_001037500.2	mRNA	33199375	33189587	-
gene-REM1	rna-XM_054323397.1	mRNA	33199536	33209121	+
gene-LINC00028	rna-NR_024358.1	lnc_RNA	33210004	33211797	+
gene-HM13	rna-NM_178580.3	mRNA	33238667	33293767	+
gene-HM13	rna-NM_178582.3	mRNA	33238667	33265957	+
gene-MCTS2	rna-NM_001397496.1	mRNA	33271602	33272304	+
gene-HM13-AS1	rna-NR_046853.2	lnc_RNA	33297487	33291811	-
gene-LOC105372588	rna-XR_007089564.1	lnc_RNA	33329433	33328929	-
gene-ID1	rna-NM_181353.3	mRNA	33329527	33330748	+
gene-COX4I2	rna-NM_032609.3	mRNA	33362178	33369275	+
gene-COX4I2	rna-XM_054324149.1	mRNA	33363377	33369275	+
gene-COX4I2	rna-XM_054324148.1	mRNA	33363390	33369275	+
gene-BCL2L1	rna-NM_001317920.2	mRNA	33448574	33388716	-
gene-BCL2L1	rna-NM_001317919.2	mRNA	33447479	33388716	-
gene-BCL2L1	rna-NM_001424331.1	mRNA	33447111	33388716	-
gene-BCL2L1-AS1	rna-NR_187575.1	lnc_RNA	33399364	33441455	+
gene-ABALON	rna-NR_131907.1	lnc_RNA	33446118	33448020	+
gene-TPX2	rna-XM_054323205.1	mRNA	33463245	33526407	+
gene-TPX2	rna-NM_012112.5	mRNA	33463901	33526407	+
gene-MYLK2	rna-NM_033118.4	mRNA	33543963	33559291	+
gene-FOXS1	rna-NM_004118.4	mRNA	33570211	33568910	-
gene-DUSP15	rna-XM_054322971.1	mRNA	33595136	33570200	-
gene-DUSP15	rna-NM_001320479.1	mRNA	33595273	33572246	-
gene-DUSP15	rna-XM_054322972.1	mRNA	33595136	33572246	-
gene-DUSP15	rna-XM_054322974.1	mRNA	33594882	33572246	-
gene-DUSP15	rna-XM_054322973.1	mRNA	33594840	33572246	-
gene-DUSP15	rna-XM_054322977.1	mRNA	33594398	33572246	-
gene-DUSP15	rna-XM_054322976.1	mRNA	33594009	33572246	-
gene-DUSP15	rna-XM_054322978.1	mRNA	33595136	33573421	-
gene-DUSP15	rna-NM_001320478.1	mRNA	33595273	33585675	-
gene-DUSP15	rna-XM_054322979.1	mRNA	33594882	33585675	-
gene-DUSP15	rna-NM_080611.5	mRNA	33595136	33585685	-
gene-DUSP15	rna-NM_177991.3	mRNA	33594840	33585685	-
gene-TTLL9	rna-NM_001008409.5	mRNA	33595243	33669636	+
gene-TTLL9	rna-NM_001367620.2	mRNA	33604410	33669636	+
gene-PDRG1	rna-NM_030815.3	mRNA	33676682	33668973	-
gene-XKR7	rna-NM_001011718.2	mRNA	33692781	33728018	+
gene-CCM2L	rna-XM_054323010.1	mRNA	33735069	33756811	+
gene-CCM2L	rna-XM_054323009.1	mRNA	33739215	33756811	+
gene-HCK	rna-NM_001172132.3	mRNA	33776867	33826470	+
gene-TM9SF4	rna-NM_001363731.2	mRNA	33834367	33891893	+
gene-TM9SF4	rna-XM_054324292.1	mRNA	33860723	33891893	+
gene-PLAGL2	rna-NM_002657.3	mRNA	33931665	33916426	-
gene-PLAGL2	rna-XM_054323512.1	mRNA	33930485	33916426	-
gene-PLAGL2	rna-XM_054323511.1	mRNA	33929605	33916426	-
gene-PLAGL2	rna-XM_054323510.1	mRNA	33929004	33916426	-
gene-POFUT1	rna-NM_015352.2	mRNA	33931802	33962574	+
gene-POFUT1	rna-NM_172236.2	mRNA	33931802	33941843	+
gene-LOC124904884	rna-XR_007089566.1	lnc_RNA	33954957	33948288	-
gene-KIF3B	rna-NM_004798.4	mRNA	34001507	34059882	+
gene-KIF3B	rna-XM_054324229.1	mRNA	34001972	34059882	+
gene-KIF3B	rna-XM_054324228.1	mRNA	34025624	34059882	+
gene-ASXL1	rna-NM_015338.6	mRNA	34083214	34164177	+
gene-ASXL1	rna-NM_001164603.1	mRNA	34083227	34097439	+
gene-ASXL1	rna-XM_054323106.1	mRNA	34083882	34164177	+
gene-ASXL1	rna-XM_054323111.1	mRNA	34083948	34164177	+
gene-ASXL1	rna-XM_054323113.1	mRNA	34084228	34164177	+
gene-ASXL1	rna-XM_054323115.1	mRNA	34154201	34164177	+
gene-NOL4L	rna-NM_001256798.2	mRNA	34310867	34167909	-
gene-NOL4L	rna-NM_080616.6	mRNA	34208372	34167909	-
gene-LOC101929698	rna-NR_110619.1	lnc_RNA	34234819	34245155	+
gene-LOC105372592	rna-XR_007089568.1	lnc_RNA	34261461	34266811	+
gene-LOC105372592	rna-XR_007089567.1	lnc_RNA	34261959	34266811	+
gene-NOL4L-DT	rna-NR_034152.1	lnc_RNA	34313013	34334416	+
gene-C20orf203	rna-NM_182584.4	mRNA	34402611	34360295	-
gene-C20orf203	rna-XM_054323396.1	mRNA	34386424	34377100	-
gene-C20orf203	rna-XM_054323395.1	mRNA	34380766	34377100	-
gene-COMMD7	rna-XM_054323085.1	mRNA	34470208	34431362	-
gene-COMMD7	rna-XM_054323081.1	mRNA	34470208	34432128	-
gene-DNMT3B	rna-NM_006892.4	mRNA	34489112	34536081	+
gene-DNMT3B	rna-XM_054323116.1	mRNA	34506581	34536081	+
gene-DNMT3B	rna-XM_054323131.1	mRNA	34506581	34527026	+
gene-MAPRE1	rna-XM_054323204.1	mRNA	34546448	34577085	+
gene-MAPRE1	rna-NM_012325.3	mRNA	34546631	34577085	+
gene-LOC119746555	rna-NR_171378.1	lnc_RNA	34583311	34585430	+
gene-EFCAB8	rna-NM_001143967.2	mRNA	34585602	34688525	+
gene-EFCAB8	rna-XM_054323435.1	mRNA	34585602	34685204	+
gene-EFCAB8	rna-XM_054323434.1	mRNA	34585602	34673330	+
gene-EFCAB8	rna-XM_054323436.1	mRNA	34585602	34645164	+
gene-EFCAB8	rna-XM_054323438.1	mRNA	34585602	34645128	+
gene-EFCAB8	rna-XM_054323439.1	mRNA	34585602	34645066	+
gene-EFCAB8	rna-XM_054323433.1	mRNA	34602639	34688525	+
gene-EFCAB8	rna-XM_054323440.1	mRNA	34638300	34688525	+
gene-EFCAB8	rna-XM_054323437.1	mRNA	34638468	34688525	+
gene-EFCAB8	rna-XM_054323441.1	mRNA	34639478	34688525	+
gene-SUN5	rna-XM_054323016.1	mRNA	34731123	34710455	-
gene-SUN5	rna-XM_054323017.1	mRNA	34729565	34710455	-
gene-SUN5	rna-XM_054323018.1	mRNA	34731123	34715836	-
gene-BPIFB2	rna-NM_025227.3	mRNA	34734394	34750393	+
gene-BPIFB6	rna-XM_054322980.1	mRNA	34758338	34770798	+
gene-BPIFB6	rna-NM_174897.2	mRNA	34758338	34770737	+
gene-BPIFB3	rna-NM_001376932.3	mRNA	34780602	34800581	+
gene-BPIFB3	rna-NM_182658.5	mRNA	34782030	34800581	+
gene-BPIFB4	rna-NM_182519.3	mRNA	34806382	34838493	+
gene-LOC105372714	rna-XR_007089573.1	lnc_RNA	34867079	34887851	+
gene-LOC105372714	rna-XR_007089571.1	lnc_RNA	34867079	34873177	+
gene-LOC105372714	rna-XR_007089572.1	lnc_RNA	34875581	34887851	+
gene-LOC105372714	rna-XR_007089574.1	lnc_RNA	34880153	34887851	+
gene-BPIFA2	rna-XM_054322994.1	mRNA	34888998	34908643	+
gene-BPIFA2	rna-NM_080574.4	mRNA	34895390	34908643	+
gene-BPIFA3	rna-NM_001042439.2	mRNA	34944547	34955044	+
gene-BPIFA3	rna-NM_178466.5	mRNA	34944589	34955044	+
gene-BPIFA1	rna-NM_130852.3	mRNA	34963234	34970519	+
gene-LOC105372593	rna-XR_007089576.1	lnc_RNA	34984708	34969761	-
gene-LOC105372593	rna-XR_007089575.1	lnc_RNA	34984708	34969782	-
gene-BPIFB1	rna-XM_054324225.1	mRNA	35000715	35037068	+
gene-BPIFB1	rna-NM_033197.3	mRNA	35010411	35037068	+
gene-LOC124904888	rna-XR_007089578.1	lnc_RNA	35025721	35025314	-
gene-LOC105372594	rna-XR_007089577.1	lnc_RNA	35025410	35027050	+
gene-CDK5RAP1	rna-XM_054323491.1	mRNA	35128796	35086042	-
gene-CDK5RAP1	rna-NM_001278168.2	mRNA	35128746	35086042	-
gene-CDK5RAP1	rna-XM_054323497.1	mRNA	35119456	35086042	-
gene-CDK5RAP1	rna-XM_054323496.1	mRNA	35119386	35086042	-
gene-CDK5RAP1	rna-XM_054323494.1	mRNA	35128796	35097701	-
gene-CDK5RAP1	rna-XM_054323498.1	mRNA	35128796	35109298	-
gene-SNTA1	rna-NM_001424413.1	mRNA	35170976	35135185	-
gene-SNTA1	rna-XM_054323893.1	mRNA	35168514	35135185	-
gene-CBFA2T2	rna-NM_001032999.3	mRNA	35216639	35376562	+
gene-CBFA2T2	rna-NM_005093.4	mRNA	35288871	35376562	+
gene-NECAB3	rna-XM_054323828.1	mRNA	35401878	35383617	-
gene-NECAB3	rna-XM_054323826.1	mRNA	35400958	35383617	-
gene-NECAB3	rna-XM_054323829.1	mRNA	35388866	35383617	-
gene-NECAB3	rna-XM_054323830.1	mRNA	35388711	35383617	-
gene-NECAB3	rna-XM_054323831.1	mRNA	35400958	35386452	-
gene-C20orf144	rna-NM_080825.4	mRNA	35388857	35390438	+
gene-ACTL10	rna-NM_001024675.2	mRNA	35393473	35395055	+
gene-E2F1	rna-NM_005225.3	mRNA	35412915	35402007	-
gene-E2F1	rna-XM_054323133.1	mRNA	35412915	35403957	-
gene-PXMP4	rna-NM_183397.3	mRNA	35446665	35429113	-
gene-ZNF341	rna-NM_001282933.2	mRNA	35458350	35518626	+
gene-ZNF341-AS1	rna-NR_110623.1	lnc_RNA	35537455	35513729	-
gene-CHMP4B	rna-NM_176812.5	mRNA	35537704	35580723	+
gene-RALY-AS1	rna-NR_109886.1	lnc_RNA	35720717	35718838	-
gene-RALY	rna-XM_054323201.1	mRNA	35720261	35811291	+
gene-RALY	rna-XM_054323202.1	mRNA	35743808	35811291	+
gene-EIF2S2	rna-NM_001316363.2	mRNA	35838619	35814715	-
gene-ASIP	rna-XM_054323451.1	mRNA	35912880	35992458	+
gene-ASIP	rna-NM_001385218.1	mRNA	35920949	35992458	+
gene-ASIP	rna-XM_054323450.1	mRNA	35943781	35992458	+
gene-ASIP	rna-NM_001672.3	mRNA	35964509	35992458	+
gene-AHCY	rna-XM_054323138.1	mRNA	36026465	35953424	-
gene-AHCY	rna-XM_054323139.1	mRNA	36026465	35996010	-
gene-AHCY	rna-XM_054323140.1	mRNA	36034941	36003379	-
gene-AHCY	rna-NM_001161766.2	mRNA	36034907	36003379	-
gene-AHCY	rna-NM_001362750.2	mRNA	36026465	36003379	-
gene-AHCY	rna-NM_001322085.2	mRNA	36026100	36003379	-
gene-ITCH	rna-NM_001324197.2	mRNA	36086400	36234949	+
gene-ITCH	rna-XM_054324107.1	mRNA	36086400	36202893	+
gene-ITCH	rna-XM_054324108.1	mRNA	36086400	36176889	+
gene-ITCH	rna-XM_054324099.1	mRNA	36095861	36234949	+
gene-ITCH	rna-XM_054324100.1	mRNA	36115095	36234949	+
gene-ITCH	rna-XM_054324101.1	mRNA	36115101	36234949	+
gene-ITCH	rna-XM_054324103.1	mRNA	36119914	36234949	+
gene-ITCH	rna-XM_054324106.1	mRNA	36136938	36234949	+
gene-ITCH	rna-XM_054324105.1	mRNA	36153355	36234949	+
gene-DYNLRB1	rna-NM_001382365.1	mRNA	36238778	36264134	+
gene-DYNLRB1	rna-NM_001382367.1	mRNA	36239600	36264134	+
gene-DYNLRB1	rna-NM_001319157.2	mRNA	36239600	36258764	+
gene-MAP1LC3A	rna-XM_054324144.1	mRNA	36270021	36283499	+
gene-MAP1LC3A	rna-NM_032514.4	mRNA	36281880	36283499	+
gene-PIGU	rna-XM_054322981.1	mRNA	36397780	36283695	-
gene-PIGU	rna-XM_054322982.1	mRNA	36326407	36283695	-
gene-LOC105372599	rna-XR_007089579.1	lnc_RNA	36424847	36424325	-
gene-TP53INP2	rna-NM_021202.3	mRNA	36425009	36434098	+
gene-TP53INP2	rna-NM_001329431.2	mRNA	36425384	36434098	+
gene-NCOA6	rna-XM_054323279.1	mRNA	36546293	36435436	-
gene-NCOA6	rna-XM_054323246.1	mRNA	36542281	36435436	-
gene-NCOA6	rna-NM_001242539.2	mRNA	36503050	36435436	-
gene-NCOA6	rna-XM_054323272.1	mRNA	36470037	36435436	-
gene-NCOA6	rna-NM_001318240.1	mRNA	36542281	36435456	-
gene-NCOA6	rna-XM_054323268.1	mRNA	36546293	36447949	-
gene-NCOA6	rna-XM_054323267.1	mRNA	36546293	36457331	-
gene-GGT7	rna-NM_001351702.2	mRNA	36593496	36565361	-
gene-GGT7	rna-XM_054323356.1	mRNA	36585125	36565361	-
gene-GGT7	rna-XM_054323362.1	mRNA	36582175	36565361	-
gene-GGT7	rna-XM_054323361.1	mRNA	36581027	36565361	-
gene-GGT7	rna-XM_054323363.1	mRNA	36580666	36565361	-
gene-GGT7	rna-XM_054323359.1	mRNA	36593496	36570602	-
gene-GGT7	rna-XM_054323360.1	mRNA	36593496	36572225	-
gene-ACSS2	rna-XM_054323699.1	mRNA	36595582	36648612	+
gene-ACSS2	rna-NM_001242393.2	mRNA	36595629	36648612	+
gene-ACSS2	rna-XM_054323698.1	mRNA	36595632	36648612	+
gene-ACSS2	rna-XM_054323700.1	mRNA	36595639	36648612	+
gene-ACSS2	rna-XM_054323692.1	mRNA	36597252	36648612	+
gene-GSS	rna-NM_000178.4	mRNA	36676460	36649085	-
gene-GSS	rna-NM_001322494.1	mRNA	36676681	36649086	-
gene-GSS	rna-NM_001322495.1	mRNA	36676289	36649086	-
gene-MYH7B	rna-NM_020884.7	mRNA	36676522	36723073	+
gene-MYH7B	rna-XM_054323779.1	mRNA	36696129	36723073	+
gene-MYH7B	rna-XM_054323782.1	mRNA	36696130	36723073	+
gene-MYH7B	rna-XM_054323783.1	mRNA	36700356	36723073	+
gene-MYH7B	rna-XM_054323784.1	mRNA	36703991	36723073	+
gene-MYH7B	rna-XM_054323785.1	mRNA	36704909	36723073	+
gene-TRPC4AP	rna-XM_054323338.1	mRNA	36813142	36723040	-
gene-TRPC4AP	rna-XM_054323345.1	mRNA	36770269	36723040	-
gene-TRPC4AP	rna-XM_054323341.1	mRNA	36813142	36724510	-
gene-TRPC4AP	rna-XM_054323339.1	mRNA	36813142	36724694	-
gene-TRPC4AP	rna-XM_054323342.1	mRNA	36813142	36728285	-
gene-TRPC4AP	rna-XM_054323343.1	mRNA	36813142	36729696	-
gene-MMP24-AS1-EDEM2	rna-NM_001355008.2	mRNA	36998983	36836128	-
gene-EDEM2	rna-NM_001145025.2	mRNA	36868104	36836128	-
gene-PROCR	rna-XM_054322841.1	mRNA	36891864	36898130	+
gene-PROCR	rna-XM_054322842.1	mRNA	36891915	36937139	+
gene-PROCR	rna-NM_006404.5	mRNA	36892840	36898130	+
gene-MMP24	rna-NM_006690.4	mRNA	36947463	36997859	+
gene-MMP24	rna-XM_054322866.1	mRNA	36947591	36997859	+
gene-MMP24	rna-XM_054322867.1	mRNA	36964310	36997859	+
gene-MMP24OS	rna-NM_001355004.2	mRNA	36998983	36997213	-
gene-EIF6	rna-NM_001267810.1	mRNA	37005577	36999767	-
gene-EIF6	rna-NM_002212.4	mRNA	37005632	36999779	-
gene-FAM83C-AS1	rna-NR_109815.1	lnc_RNA	37006111	37006632	+
gene-FAM83C	rna-NM_178468.6	mRNA	37013285	37006591	-
gene-FAM83C	rna-XM_054322983.1	mRNA	37011498	37006591	-
gene-UQCC1	rna-NM_001184977.2	mRNA	37132840	37023438	-
gene-UQCC1	rna-XM_054323611.1	mRNA	37131138	37023438	-
gene-UQCC1	rna-XM_054323610.1	mRNA	37131125	37023438	-
gene-UQCC1	rna-XM_054323612.1	mRNA	37102823	37023438	-
gene-GDF5-AS1	rna-NR_161326.1	lnc_RNA	37153889	37155511	+
gene-GDF5	rna-NM_001319138.2	mRNA	37175639	37154207	-
gene-GDF5	rna-NM_000557.5	mRNA	37159072	37154207	-
gene-CEP250	rna-XM_054322887.1	mRNA	37175893	37240173	+
gene-CEP250	rna-XM_054322910.1	mRNA	37175893	37222856	+
gene-CEP250	rna-XM_054322901.1	mRNA	37175990	37240173	+
gene-CEP250	rna-XM_054322902.1	mRNA	37176026	37240173	+
gene-CEP250	rna-XM_054322904.1	mRNA	37176029	37240173	+
gene-CEP250	rna-XM_054322896.1	mRNA	37176035	37240173	+
gene-CEP250	rna-XM_054322889.1	mRNA	37176045	37240173	+
gene-CEP250	rna-XM_054322888.1	mRNA	37176046	37240173	+
gene-CEP250	rna-XM_054322893.1	mRNA	37176052	37240173	+
gene-CEP250	rna-NM_007186.6	mRNA	37176487	37240173	+
gene-CEP250	rna-NM_001318219.1	mRNA	37180871	37232869	+
gene-CEP250	rna-XM_054322905.1	mRNA	37186636	37240173	+
gene-CEP250	rna-XM_054322907.1	mRNA	37187888	37240173	+
gene-CEP250	rna-XM_054322908.1	mRNA	37188470	37240173	+
gene-CEP250	rna-XM_054322909.1	mRNA	37194350	37240173	+
gene-CEP250-AS1	rna-NR_184012.1	lnc_RNA	37211873	37192548	-
gene-C20orf173	rna-XM_054323031.1	mRNA	37250545	37241699	-
gene-C20orf173	rna-XM_054323034.1	mRNA	37250545	37247871	-
gene-ERGIC3	rna-NM_198398.2	mRNA	37262890	37278469	+
gene-LOC124904891	rna-XR_007089582.1	lnc_RNA	37322647	37325344	+
gene-SPAG4	rna-NM_003116.3	mRNA	37336804	37342069	+
gene-SPAG4	rna-NM_001317931.1	mRNA	37336859	37342069	+
gene-SPAG4	rna-XM_054323894.1	mRNA	37336942	37342069	+
gene-SPAG4	rna-XM_054323895.1	mRNA	37337312	37342069	+
gene-CPNE1	rna-NM_001198863.2	mRNA	37385874	37347019	-
gene-CPNE1	rna-NM_003915.6	mRNA	37374883	37347019	-
gene-RBM12	rna-NM_001198838.2	mRNA	37385874	37369899	-
gene-NFS1	rna-NM_001198989.2	mRNA	37420326	37389026	-
gene-ROMO1	rna-XM_054323022.1	mRNA	37420180	37421954	+
gene-ROMO1	rna-NM_080748.3	mRNA	37420379	37421954	+
gene-RBM39	rna-XM_054324247.1	mRNA	37463241	37422321	-
gene-RBM39	rna-XM_054324250.1	mRNA	37461860	37422321	-
gene-RBM39	rna-XM_054324253.1	mRNA	37455176	37422321	-
gene-RBM39	rna-XM_054324248.1	mRNA	37463241	37431258	-
gene-RBM39	rna-XM_054324249.1	mRNA	37463241	37434690	-
gene-PHF20	rna-XM_054323469.1	mRNA	37493002	37671366	+
gene-PHF20	rna-XM_054323470.1	mRNA	37503293	37671366	+
gene-PHF20	rna-XM_054323471.1	mRNA	37503315	37671366	+
gene-PHF20	rna-XM_054323474.1	mRNA	37522493	37671366	+
gene-PHF20	rna-XM_054323473.1	mRNA	37563688	37671366	+
gene-PHF20	rna-XM_054323475.1	mRNA	37575013	37671366	+
gene-PHF20	rna-XM_054323477.1	mRNA	37577389	37671366	+
gene-PHF20	rna-XM_054323476.1	mRNA	37577443	37671366	+
gene-SCAND1	rna-NM_001385710.1	mRNA	37680468	37674620	-
gene-SCAND1	rna-NM_016558.4	mRNA	37676012	37674620	-
gene-SCAND1	rna-NM_033630.3	mRNA	37675498	37674620	-
gene-CNBD2	rna-XM_054323055.1	mRNA	37675576	37751678	+
gene-CNBD2	rna-XM_054323060.1	mRNA	37675576	37743043	+
gene-CNBD2	rna-XM_054323064.1	mRNA	37675576	37742828	+
gene-CNBD2	rna-XM_054323063.1	mRNA	37675576	37733577	+
gene-CNBD2	rna-XM_054323067.1	mRNA	37675576	37729363	+
gene-CNBD2	rna-XM_054323068.1	mRNA	37675576	37708348	+
gene-CNBD2	rna-XM_054323058.1	mRNA	37689566	37751678	+
gene-CNBD2	rna-NM_001304367.2	mRNA	37689566	37695932	+
gene-CNBD2	rna-XM_054323059.1	mRNA	37693103	37751678	+
gene-CNBD2	rna-XM_054323061.1	mRNA	37693728	37751678	+
gene-CNBD2	rna-XM_054323066.1	mRNA	37701523	37751678	+
gene-NORAD	rna-NR_027451.1	lnc_RNA	37771939	37766597	-
gene-EPB41L1	rna-NM_001258331.2	mRNA	37812398	37953497	+
gene-EPB41L1	rna-NM_001258330.1	mRNA	37813694	37953497	+
gene-EPB41L1	rna-NM_012156.2	mRNA	37875731	37953497	+
gene-EPB41L1	rna-XM_054323165.1	mRNA	37894755	37953497	+
gene-EPB41L1-AS1	rna-NR_147703.1	lnc_RNA	37876751	37868273	-
gene-LOC124904892	rna-XR_007089584.1	lnc_RNA	37917934	37895986	-
gene-LOC105372602	rna-XR_007089583.1	lnc_RNA	37957164	37934035	-
gene-AAR2	rna-XM_054323317.1	mRNA	37957176	37977631	+
gene-DLGAP4	rna-NM_014902.6	mRNA	38027048	38252508	+
gene-DLGAP4	rna-XM_054323195.1	mRNA	38027048	38250760	+
gene-DLGAP4	rna-XM_054323197.1	mRNA	38027048	38224461	+
gene-DLGAP4	rna-XM_054323196.1	mRNA	38027048	38223531	+
gene-DLGAP4	rna-NM_001388265.1	mRNA	38185329	38252508	+
gene-DLGAP4	rna-NM_001388274.1	mRNA	38185657	38252508	+
gene-DLGAP4	rna-NM_001388275.1	mRNA	38196923	38252508	+
gene-DLGAP4-AS1	rna-NR_109939.1	lnc_RNA	38297149	38231557	-
gene-MYL9	rna-NM_006097.5	mRNA	38265392	38275320	+
gene-TGIF2	rna-NM_001199513.2	mRNA	38297338	38317801	+
gene-TGIF2	rna-NM_021809.7	mRNA	38297471	38317801	+
gene-TGIF2	rna-NM_001199515.2	mRNA	38298391	38317801	+
gene-TGIF2-RAB5IF	rna-NM_001199535.2	mRNA	38298391	38336421	+
